F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-def,F16-T,F16-Tuple1,F16-Boolean,F16-NA,F16-Either<L R>,F16-void,F16-byte[],F16-int,F16-Tuple2,F16-Tuple3,F16-TypeInformation[],F16-boolean,F16-Double,F16-String,F16-K,F16-Long,F16-ShortSummaryAggregator,F16-Edge,F16-DoubleValue,F3-NA,F3-getUserCodeClassloader(),F3-Class,F3-ExecutionJobVertex,F3-IntermediateDataSetID,F3-byte,F3-Tuple2,F3-byte[],F3-Tuple1,F3-boolean,F3-char,F3-double,F3-String,F3-T,F3-long,F3-Vertex,F3-Double,F3-Values,F3-int,F3-BooleanValue,F7--,F7-^,F7--=,F7-|=,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Logger,F12-var,F12-String,F12-Vertex,F12-Tuple3,F12-Tuple2,F12-double,F12-Tuple4,F12-byte,F12-val,F12-Edge,F12-ByteValue,F12-LongValue,F12-FieldSet,F12-PreparedStatement,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-ChainedReduceCombineDriver<T>,F2-NA,F2-Runtime,F2-ArrayList<Class<? extends Comparable<?>>>,F2-Integer,F2-Math,F2-Object,F2-String,F2-Comparable<T>,F2-AccessibleObject,F2-Timestamp,F2-Double,F2-Configuration,F2-ParameterTool,F2-OutputStream,F2-Set<String>,F2-Calendar,F2-File,F2-TypeExtractor,F6-org.apache.flink.graph.Tuple2,F6-java.util.Random,F6-java.io.BufferedWriter,F6-NA,F6-java.io.FileWriter,F6-org.apache.flink.graph.generator.LongValue,F6-org.apache.flink.graph.library.clustering.undirected.Tuple2,F6-org.apache.flink.graph.library.clustering.directed.ByteValue,F6-org.apache.flink.graph.validation.Tuple1,F6-java.io.PrintWriter,F6-org.apache.flink.graph.library.clustering.directed.LongValue,F6-java.io.File,F6-java.lang.String,F6-org.apache.flink.graph.asm.degree.annotate.directed.Tuple3,F6-org.apache.flink.graph.library.similarity.Tuple4,F6-java.lang.Double,F6-java.util.ArrayList<org.apache.flink.graph.examples.data.Vertex>,F6-org.apache.flink.api.common.operators.util.FieldSet,F6-org.apache.flink.graph.library.link_analysis.Tuple2,F6-org.apache.flink.storm.split.operators.Values,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-hasNext,F1-delete,F1-NA,F1-add,F1-getClass,F1-checkNotNull,F1-compare,F1-write,F1-emit,F1-equals,F1-collect,F1-compareTo,F1-getValue,F1-getLogger,F1-put,F1-valueOf,F1-getState,F1-addAll,F1-getTimeInMillis,F1-getBitmask,F5-java.util.AbstractMap,F5-java.lang.ref.Reference,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-TypeExtractor,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.security.SecureClassLoader,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.io.Reader,F5-java.lang.RuntimeException,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.util.AbstractSet,F5-java.text.DateFormat,F9-id,F9-seed,F9-cpuCost,F9-fraction,F9-max,F9-function,F9-diskCost,F9-timestamp,F9-indices,F9-ordering,F9-reference,F9-min,F9-NA,F9-collector,F9-producer,F9-typeInformation,F9-value,F9-partitions,F9-x,F9-y,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-String[],F4-JarEntry,F4-boolean,F4-File[],F4-long,F4-Process,F4-byte[],F4-void,F4-FileSystem,F4-double,F4-List,F4-int,F4-String,F4-Class,F4-AtomicReferenceFieldUpdater,F8-Point,F8-Ordering,F8-CommonRangeBoundaries<T>,F8-LossyCounting,F8-TupleComparatorBase<T>,F8-GenericTypeComparator<T>,F8-ResultPartitionDeploymentDescriptor,F8-PartialInputChannelDeploymentDescriptor,F8-IntermediateResultPartition,F8-GlobalProperties,F8-SampleWithFraction<T>,F8-IntermediateResult,F8-SampleInCoordinator<T>,F8-Costs,F8-PartialOrderPriorityQueue<T>,F8-ExecutionEdge,F8-JobStatusMessage,F8-NA,F8-SampleInPartition<T>,F8-CountMinHeavyHitter,F11-function,F11-vertexCount,F11-LOG,F11-EMPTY_SET,F11-NA,F11-max,F11-aggregates,F11-outEdge,F11-reverse,F11-frequencyError,F11-vertex,F11-edge,F11-min,F11-lowerBound,F11-fieldPosition,F11-serialVersionUID,F11-forward,F11-output,F11-zero,F11-sum,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-twalthr@apache.org,F71-gyfora@apache.org,F71-sachingoel0101@gmail.com,F71-aljoscha.krettek@gmail.com,F71-chesnay@apache.org,F71-sewen@apache.org,F71-vasilikikalavri@gmail.com,F71-fhueske@apache.org,F71-mxm@apache.org,F71-vasia@apache.org,F71-lungu.andra@gmail.com,F71-code@greghogan.com,F71-kkloudas@gmail.com,F71-stefano@baghino.me,F71-rmetzger@apache.org,F71-tvas@sics.se,F71-uce@apache.org,F71-balijanosdaniel@gmail.com,F71-henry.yijieshen@gmail.com,F71-trohrmann@apache.org,F74,F73,F84,F146,category
19748,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassComparator.scala,670,false,0,6,0,1,5,35,1,31,0.18562874251497005,127,26,0.2047244094488189,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,BAD_PRACTICE,0.1369491525423729,SE_NO_SERIALVERSIONID,19,3,0,0.011753789050417568,6.186204763377668E-4,0.0,0.0,0.2216867469879518,0.004012598446461666,0.27146814404432135,0.7212560896656077,-0.5024096385542168,0.0,0.08226997985224983,0.7212560896656077,-0.16666666666666666,-1.0,7,3735,670,19748,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
19748,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassComparator.scala,670,false,0,6,0,1,0,35,1,31,0.2215568862275449,127,26,0.2047244094488189,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,PERFORMANCE,0.003728813559322034,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.011753789050417568,6.186204763377668E-4,3.093102381688834E-4,-1.0,0.07142857142857142,0.0030148423005565863,0.41615853658536583,0.41215207546995286,-0.6428571428571429,0.0,0.045836131631967765,0.41215207546995286,-0.16666666666666666,-1.0,7,3735,670,19748,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
17632,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassSerializer.scala,305,false,0,7,0,2,0,35,1,31,0.2903225806451613,86,22,0.2558139534883721,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.011753789050417568,6.186204763377668E-4,3.093102381688834E-4,-1.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,-0.16666666666666666,-1.0,10,3666,657,19679,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
17632,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassSerializer.scala,305,false,0,7,0,2,0,35,1,31,0.2903225806451613,86,22,0.2558139534883721,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,MALICIOUS_CODE,0.11288135593220339,EI_EXPOSE_REP2,18,2,1,0.011753789050417568,6.186204763377668E-4,3.093102381688834E-4,-1.0,0.19807923169267708,0.015884384966471585,0.22243713733075435,0.1783606417987259,-0.5894357743097239,0.0,0.038616521155137674,0.1783606417987259,-0.16666666666666666,-1.0,10,3666,657,19679,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
19114,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassTypeInfo.scala,686,false,0,4,0,7,0,35,1,31,0.16541353383458646,204,26,0.12745098039215685,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,MALICIOUS_CODE,0.04406779661016949,EI_EXPOSE_REP,18,2,1,0.011753789050417568,9.279307145066501E-4,3.093102381688834E-4,0.0,0.2807017543859649,0.020190827947060633,0.22243713733075435,0.1783606417987259,-0.4298245614035088,0.0,0.038616521155137674,0.1783606417987259,-0.16666666666666666,1.0,5,1619,305,17632,157,0.020651310563939634,4,30,127,191,0.06641819906249812,0,0,0,0,24,0,2,0.0,26,0,0,0,0,-22,0,0,0.0,300,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15363,24534,300,15363,open
19114,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassTypeInfo.scala,686,false,0,4,0,7,0,35,1,31,0.16541353383458646,204,26,0.12745098039215685,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,MALICIOUS_CODE,0.11288135593220339,EI_EXPOSE_REP2,18,2,1,0.011753789050417568,9.279307145066501E-4,3.093102381688834E-4,1.0,0.19807923169267708,0.015884384966471585,0.22243713733075435,0.1783606417987259,-0.5894357743097239,0.0,0.038616521155137674,0.1783606417987259,-0.16666666666666666,1.0,5,1619,305,17632,157,0.020651310563939634,4,30,127,191,0.06641819906249812,0,0,0,0,24,0,2,0.0,26,0,0,0,0,-22,0,0,0.0,300,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15363,24534,300,15363,open
19114,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/CaseClassTypeInfo.scala,686,false,0,4,0,7,0,35,1,31,0.9022556390977443,204,26,0.12745098039215685,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,STYLE,0.03694915254237288,NP_LOAD_OF_KNOWN_NULL_VALUE,16,2,1,0.011753789050417568,9.279307145066501E-4,3.093102381688834E-4,1.0,0.11320754716981132,0.0026418841693054283,0.3137911781127862,0.3605718930913806,-0.7358490566037735,0.0,0.09435862995298858,0.3605718930913806,-0.16666666666666666,1.0,5,1619,305,17632,157,0.020651310563939634,4,30,127,191,0.06641819906249812,0,0,0,0,24,0,2,0.0,26,0,0,0,0,-22,0,0,0.0,300,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15363,24534,300,15363,open
19534,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/EitherSerializer.scala,634,false,0,0,0,1,3,35,1,31,0.2616822429906542,72,20,0.2777777777777778,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,BAD_PRACTICE,0.1369491525423729,SE_NO_SERIALVERSIONID,19,3,0,0.011753789050417568,3.093102381688834E-4,0.0,0.0,0.2216867469879518,0.004012598446461666,0.27146814404432135,0.7212560896656077,-0.5024096385542168,0.0,0.08226997985224983,0.7212560896656077,-0.16666666666666666,-1.0,5,3521,634,19534,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
17632,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/EitherTypeInfo.scala,305,false,0,1,0,1,3,35,1,31,0.3522727272727273,58,20,0.3448275862068966,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,BAD_PRACTICE,0.1369491525423729,SE_NO_SERIALVERSIONID,19,3,0,0.011753789050417568,3.093102381688834E-4,0.0,0.0,0.2216867469879518,0.004012598446461666,0.27146814404432135,0.7212560896656077,-0.5024096385542168,0.0,0.08226997985224983,0.7212560896656077,-0.16666666666666666,-1.0,3,3018,524,19031,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,831,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,16836,24534,300,15363,open
17882,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/EnumValueComparator.scala,369,false,0,1,0,1,0,35,1,31,0.7102803738317757,61,24,0.39344262295081966,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,STYLE,0.030508474576271188,BC_UNCONFIRMED_CAST,20,3,1,0.011753789050417568,3.093102381688834E-4,3.093102381688834E-4,0.0,0.5,0.006578947368421052,0.3137911781127862,0.3605718930913806,0.038461538461538464,0.0,0.09435862995298858,0.3605718930913806,-0.16666666666666666,0.0,1,1869,369,17882,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16806,24534,300,15363,open
17882,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/EnumValueSerializer.scala,369,false,0,0,0,1,0,35,1,31,0.4142857142857143,33,20,0.6060606060606061,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,BAD_PRACTICE,0.002033898305084746,NM_FUTURE_KEYWORD_USED_AS_IDENTIFIER,16,2,1,0.011753789050417568,0.0012372409526755336,3.093102381688834E-4,0.0,0.0,0.0,0.27146814404432135,0.7212560896656077,0.0,0.0,0.08226997985224983,0.7212560896656077,-0.16666666666666666,0.0,2,1869,369,17882,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
17882,org/apache/flink/api/scala/typeutils,org/apache/flink/api/scala/typeutils/EnumValueSerializer.scala,369,false,0,0,0,1,0,35,1,31,0.4142857142857143,33,20,0.6060606060606061,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,BAD_PRACTICE,0.001016949152542373,NM_FUTURE_KEYWORD_USED_AS_MEMBER_IDENTIFIER,14,1,1,0.011753789050417568,0.0012372409526755336,3.093102381688834E-4,0.0,0.7,0.004883720930232559,0.27146814404432135,0.7212560896656077,0.5,0.0,0.08226997985224983,0.7212560896656077,-0.16666666666666666,0.0,2,1869,369,17882,157,0.0,4,30,127,191,0.06641819906249812,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16806,24534,300,15363,open
